,x1,x2,x3,x4,x5,f1,f2,gen,RANK
0,0.417022004702574,0.7203244934421581,0.00011437481734488664,0.30233257263183977,0.14675589081711304,0.417022004702574,2.4008313900424643,1,
1,0.019366957870297075,0.678835532939891,0.21162811600005904,0.2655466593722262,0.4915731592803383,0.019366957870297075,4.405133196080721,1,
2,0.01988013383979559,0.026210986877719278,0.028306488020794607,0.2462110676030459,0.860027948682888,0.01988013383979559,3.343744792818149,1,
3,0.5562402339904189,0.13645522566068502,0.05991768951221166,0.12134345574073735,0.044551878544761725,0.5562402339904189,0.8102982917669419,1,
4,0.018576202177409518,0.07002214371922233,0.4863451109370318,0.6063294616533303,0.5688514370864813,0.018576202177409518,4.594406196675665,1,
5,0.3948756129235549,0.9632625284407118,0.17395566668046436,0.12632951943963733,0.13507915804673132,0.3948756129235549,2.867256677782322,1,
6,0.0923385947687978,0.1862602113776709,0.34556072704304774,0.39676747423066994,0.538816734003357,0.0923385947687978,3.671416083784867,1,
7,0.6704675101784022,0.41730480236712697,0.5586898284457517,0.14038693859523377,0.1981014890848788,0.6704675101784022,2.328650595922387,1,
8,0.8946066635038473,0.08504421136977791,0.03905478323288236,0.1698304195645689,0.8781425034294131,0.8946066635038473,1.8333244617315656,1,
9,0.6297175070215645,0.2101740099148396,0.7527555537388139,0.06653648135411494,0.26031509857854096,0.6297175070215645,2.3344736878557373,1,
10,0.053362545117080384,0.5741176054920131,0.14672857490581015,0.5893055369032842,0.6997583600209312,0.053362545117080384,4.979449759013669,1,
11,0.07197427968948678,0.967276330000272,0.5681004619199421,0.20329323466099047,0.2523257445703234,0.07197427968948678,4.8517274483634045,1,
12,0.4191945144032948,0.6852195003967595,0.20445224973151743,0.8781174363909454,0.027387593197926163,0.4191945144032948,3.5857437857791794,1,
13,0.44789352617590517,0.9085955030930956,0.2936141483736795,0.28777533858634874,0.13002857211827767,0.44789352617590517,3.202643917434465,1,
14,0.10233442882782584,0.4140559878195683,0.6944001577277451,0.41417926952690265,0.04995345894608716,0.10233442882782584,3.8568362334865696,1,
15,0.1074941291060929,0.2257093386078547,0.7129889803826767,0.5597169820541424,0.012555980159115854,0.1074941291060929,3.711978796615984,1,
16,0.7453344309065021,0.6692328934531846,0.2649195576628094,0.06633483442844157,0.3700841979141063,0.7453344309065021,2.3391408328173657,1,
17,0.0983468338330501,0.42110762500505217,0.9578895301505019,0.5331652849730171,0.6918771139504734,0.0983468338330501,6.037767083051787,1,
18,0.5388310643416528,0.5528219786857659,0.8420308923596057,0.12417331511991114,0.2791836790111395,0.5388310643416528,3.3970554099783006,1,
19,0.5056621656768967,0.021524805274197978,0.947970211217681,0.8271154711707325,0.015018980742122379,0.5056621656768967,3.4740348340956584,1,
20,0.11474597295337519,0.9494892587070712,0.4499121334799405,0.5783896143871318,0.40813680276128117,0.11474597295337519,5.5135036159698885,1,
21,0.17234050834532855,0.13713574962887776,0.9325954630371636,0.6968181614899002,0.06600017272206249,0.17234050834532855,4.183586982301598,1,
22,0.17619625557505525,0.332063574366837,0.1309968448109169,0.8094906921265821,0.34473665268329345,0.17619625557505525,3.7348198373334354,1,
23,0.9034019152878835,0.13747470414623753,0.13927634725075855,0.8073912887095238,0.3976768369855336,0.9034019152878835,2.355349089375133,1,
24,0.8833060912058098,0.6236722070556089,0.7509424340273372,0.34889834197784253,0.2699278917650261,0.8833060912058098,3.28407236053854,1,
25,0.5991103076458784,0.015533275550835723,0.5934814081966372,0.4336763489894583,0.8073605288848414,0.5991103076458784,3.403930007508386,1,
26,0.16535419711693278,0.9275085803960339,0.34776585974550656,0.7508121031361555,0.7259979853504515,0.16535419711693278,6.101658743611459,1,
27,0.2370269802430277,0.9033795205622538,0.5736794866722859,0.00287032703115897,0.6171449136207239,0.2370269802430277,4.554192368533907,1,
28,0.23297427384102043,0.8071051956187791,0.38786064406417176,0.8635418545594287,0.7471216427371846,0.23297427384102043,6.00742156630693,1,
29,0.23984775914758616,0.49376971426872995,0.6199557183813798,0.8289808995501787,0.15679139464608427,0.23984775914758616,4.552179923995356,1,
30,0.45988026581680697,0.5463468160203733,0.7986035911520394,0.28571885173414757,0.4902535226199277,0.45988026581680697,4.142823680089611,1,
31,0.9319720691968373,0.013951572975597015,0.2343620861214205,0.6167783570016576,0.9490163206876164,0.9319720691968373,2.9054985406448934,1,
32,0.6120311770449339,0.053909272073752956,0.4201936800011322,0.6790688365654296,0.9186017779775258,0.6120311770449339,3.800037138480142,1,
33,0.31551563100606295,0.6865009276815837,0.8346256718973729,0.018288277344191806,0.7501443149449675,0.31551563100606295,4.758347392135501,1,
34,0.263296770487111,0.06596109068402378,0.7350659632886695,0.7721780295432468,0.907815852503524,0.263296770487111,5.265825469278313,1,
35,0.31524480309537295,0.8928887085251513,0.5778572152845355,0.18401020162746506,0.7879292338255043,0.31524480309537295,5.065013232781911,1,
36,0.5857592714582879,0.9695957483196745,0.56103021925571,0.01864728937294302,0.8006326726806163,0.5857592714582879,4.368216316320074,1,
37,0.9888610889064947,0.7481656543798394,0.2804439920644052,0.7892793284514885,0.10322600657764203,0.9888610889064947,3.028337451190037,1,
38,0.8047545637433454,0.19343428262332774,0.6394608808799401,0.5246703091237337,0.9248079703993507,0.8047545637433454,3.9133044541772297,1,
39,0.5358964059155116,0.6637946452197888,0.5148891120583086,0.9445947559908133,0.5865550405019929,0.5358964059155116,5.1469142136796,1,
40,0.31736240932216075,0.9886161544124489,0.5797452192457969,0.3801411726235504,0.5509482191178968,0.31736240932216075,5.173890513054881,1,
41,0.6233601157918027,0.015821242846556283,0.9294372337437613,0.690896917516924,0.9973228504514805,0.6233601157918027,4.847593620759941,1,
42,0.7554630526024664,0.7538761884612464,0.9230245355464833,0.7115247586284718,0.1242709619721647,0.7554630526024664,4.411575912787594,1,
43,0.7438258540750929,0.1954294811093188,0.5813589272732578,0.9700199890883123,0.8468288014900353,0.7438258540750929,4.58078718903897,1,
44,0.9501761192470797,0.5566531881951564,0.9156063497662745,0.6415662089463375,0.39000771414124624,0.9501761192470797,4.123025292920052,1,
45,0.32664490177209615,0.5270581022576093,0.8859420993107745,0.35726976000249977,0.9085351509197992,0.32664490177209615,5.512242040784457,1,
46,0.8958862181960668,0.4280911898712949,0.9648400471483856,0.6634414978184481,0.6216957202091218,0.8958862181960668,4.516832265782094,1,
47,0.8007445686755367,0.9682615757193975,0.31342417815924284,0.6923226156693141,0.8763891522960383,0.8007445686755367,4.976955358506913,1,
48,0.48599066709690975,0.6043104829199732,0.5495479215085626,0.9261814267064536,0.9187334356336061,0.48599066709690975,5.8068568305724675,1,
49,0.9401074823333672,0.58201417994708,0.8788319844118441,0.8447344453922219,0.9053923187086492,0.9401074823333672,5.444025184053037,1,
50,0.019366957870297075,0.678835532939891,0.21162811600005904,0.2655466593722262,0.4915731592803383,0.019366957870297075,4.405133196080721,2,
51,0.5562402339904189,0.13645522566068502,0.05991768951221166,0.12134345574073735,0.044551878544761725,0.5562402339904189,0.8102982917669419,2,
52,0.018576202177409518,0.07002214371922233,0.4863451109370318,0.6063294616533303,0.5688514370864813,0.018576202177409518,4.594406196675665,2,
53,0.960976476824044,0.13645522566068502,0.05991768951221166,0.13778124992764443,0.044551878544761725,0.960976476824044,0.5179920590166764,2,
54,0.01988013383979559,0.013654866002308766,0.14206099221093943,0.2462110676030459,0.315797567071613,0.01988013383979559,2.3868797437746285,2,
55,0.0981203524601354,0.03578929887043758,0.03905478323288236,0.1698304195645689,0.055419240659366265,0.0981203524601354,1.2697823988683077,2,
56,0.019366957870297075,0.6632331216522922,0.21162811600005904,0.2655466593722262,0.5756592302325391,0.019366957870297075,4.554319311564391,2,
57,0.7453344309065021,0.1328347474020774,0.2741053104836968,0.06633483442844157,0.0795939673156357,0.7453344309065021,0.9507044271742933,2,
58,0.018576202177409518,0.07002214371922233,0.4771500193101448,0.6063294616533303,0.5948299029262039,0.018576202177409518,4.631007994304936,2,
59,0.01988013383979559,0.026210986877719278,0.028306488020794607,0.2462110676030459,0.7079119861716728,0.01988013383979559,3.014496237752841,2,
60,0.417022004702574,0.7203244934421581,0.00011437481734488664,0.30233257263183977,0.14675589081711304,0.417022004702574,2.4008313900424643,2,
61,0.11030137686457325,0.332063574366837,0.1309968448109169,0.5164175017155981,0.017745457269398607,0.11030137686457325,2.6455967866475345,2,
62,0.40748572399078686,0.9632625284407118,0.1751484544672113,0.1268230279186979,0.001954903530989871,0.40748572399078686,2.598458466674072,2,
63,0.606458435123485,0.22577665755262633,0.7527555537388139,0.06653648135411494,0.26031509857854096,0.606458435123485,2.3918964870976667,2,
64,0.6097259419613107,0.1862602113776709,0.124404216046208,0.38768024154363256,0.538816734003357,0.6097259419613107,2.264742821212516,2,
65,0.6951392423181395,0.1862602113776709,0.3219599155221178,0.05917644948959461,0.5554096355240911,0.6951392423181395,1.9606578121215408,2,
66,0.019366957870297075,0.678835532939891,0.2304833666862847,0.3041636143817456,0.5112556116469256,0.019366957870297075,4.57321395519348,2,
67,0.8946066635038473,0.08504421136977791,0.03905478323288236,0.1698304195645689,0.8781425034294131,0.8946066635038473,1.8333244617315656,2,
68,0.8187043865594932,0.06872425002134294,0.7527555537388139,0.06653648135411494,0.26031509857854096,0.8187043865594932,1.8708450750611232,2,
69,0.899754671912447,0.08504421136977791,0.039044573922477066,0.1698304195645689,0.7985190911298478,0.899754671912447,1.6940873003203596,2,
70,0.01988013383979559,0.026210986877719278,0.028306488020794607,0.2462110676030459,0.860027948682888,0.01988013383979559,3.343744792818149,2,
71,0.3948756129235549,0.9632625284407118,0.17395566668046436,0.12632951943963733,0.13507915804673132,0.3948756129235549,2.867256677782322,2,
72,0.5857592714582879,0.5045103278273032,0.56103021925571,0.01864728937294302,0.38248813995958475,0.5857592714582879,2.712955372633765,2,
73,0.6704675101784022,0.41730480236712697,0.5586898284457517,0.14038693859523377,0.1981014890848788,0.6704675101784022,2.328650595922387,2,
74,0.6297175070215645,0.2101740099148396,0.7527555537388139,0.06653648135411494,0.26031509857854096,0.6297175070215645,2.3344736878557373,2,
75,0.0923385947687978,0.1862602113776709,0.34556072704304774,0.39676747423066994,0.538816734003357,0.0923385947687978,3.671416083784867,2,
76,0.053362545117080384,0.5741176054920131,0.14672857490581015,0.5893055369032842,0.6997583600209312,0.053362545117080384,4.979449759013669,2,
77,0.059353399370034754,0.4796615561662604,0.8505969884920193,0.13326067341713443,0.2791836790111395,0.059353399370034754,4.380634558330483,2,
78,0.10233442882782584,0.4140559878195683,0.6944001577277451,0.20733576449987146,0.04995345894608716,0.10233442882782584,3.4273260684534224,2,
79,0.44789352617590517,0.9085955030930956,0.2936141483736795,0.28777533858634874,0.13002857211827767,0.44789352617590517,3.202643917434465,2,
80,0.5962695689546498,0.019391447748172363,0.2864059005783161,0.4336763489894583,0.8073605288848414,0.5962695689546498,2.8459008029818005,2,
81,0.7453344309065021,0.6692328934531846,0.2649195576628094,0.06633483442844157,0.3700841979141063,0.7453344309065021,2.3391408328173657,2,
82,0.6316305952082617,0.2088446121178068,0.13927634725075855,0.640024564562361,0.3976768369855336,0.6316305952082617,2.5053020756929993,2,
83,0.6578573990999723,0.41730480236712697,0.5574972404084917,0.1398934301161732,0.19713793503593877,0.6578573990999723,2.3392958419453485,2,
84,0.053362545117080384,0.7223480269806782,0.14672857490581015,0.6008635698467966,0.6997583600209312,0.053362545117080384,5.321581591092795,2,
85,0.07197427968948678,0.967276330000272,0.5681004619199421,0.20329323466099047,0.2523257445703234,0.07197427968948678,4.8517274483634045,2,
86,0.09764281061652891,0.41839821366011654,0.9578895301505019,0.30783464891424284,0.1332787279676862,0.09764281061652891,4.384227592320273,2,
87,0.4191945144032948,0.6852195003967595,0.20445224973151743,0.8781174363909454,0.027387593197926163,0.4191945144032948,3.5857437857791794,2,
88,0.10233442882782584,0.4140559878195683,0.6944001577277451,0.41417926952690265,0.04995345894608716,0.10233442882782584,3.8568362334865696,2,
89,0.1074941291060929,0.2257093386078547,0.7129889803826767,0.5597169820541424,0.012555980159115854,0.1074941291060929,3.711978796615984,2,
90,0.5388310643416528,0.5528219786857659,0.8420308923596057,0.12417331511991114,0.2791836790111395,0.5388310643416528,3.3970554099783006,2,
91,0.5056621656768967,0.021524805274197978,0.947970211217681,0.8271154711707325,0.015018980742122379,0.5056621656768967,3.4740348340956584,2,
92,0.5262862888367226,0.013951572975597015,0.2343620861214205,0.600352832648868,0.9607433299661793,0.5262862888367226,3.4374988316541946,2,
93,0.9034019152878835,0.13747470414623753,0.13927634725075855,0.8073912887095238,0.3976768369855336,0.9034019152878835,2.355349089375133,2,
94,0.8833060912058098,0.6236722070556089,0.7509424340273372,0.34889834197784253,0.2699278917650261,0.8833060912058098,3.28407236053854,2,
95,0.9034019152878835,0.11510750796267466,0.025530238772685163,0.8073912887095238,0.8413003722372744,0.9034019152878835,2.895148599954945,2,
96,0.09263218066527558,0.9275085803960339,0.34769023832391033,0.767253942908246,0.5390740793646812,0.09263218066527558,6.014281617892196,2,
97,0.16506061122240817,0.1862602113776709,0.3083343696642251,0.38032560022245226,0.725740639988218,0.16506061122240817,3.7299799737015196,2,
98,0.11474597295337519,0.9494892587070712,0.4499121334799405,0.5783896143871318,0.3895533398002437,0.11474597295337519,5.474501750769037,2,
99,0.5585795467197827,0.9085955030930956,0.5079682679704278,0.32307705991807256,0.13458819425639523,0.5585795467197827,3.5099365021328057,2,
100,0.960976476824044,0.13645522566068502,0.05991768951221166,0.13778124992764443,0.044551878544761725,0.960976476824044,0.5179920590166764,3,
101,0.0981203524601354,0.03578929887043758,0.03905478323288236,0.1698304195645689,0.055419240659366265,0.0981203524601354,1.2697823988683077,3,
102,0.5540597919476927,0.14229720622744152,0.03921852307510928,0.12333664258017867,0.06302209737487219,0.5540597919476927,0.8214050751745661,3,
103,0.5562402339904189,0.13645522566068502,0.03844054006268527,0.12134345574073735,0.044551878544761725,0.5562402339904189,0.7754404233452098,3,
104,0.11178065657638481,0.03578929887043758,0.023910134065612376,0.1698304195645689,0.055419240659366265,0.11178065657638481,1.2128280942682192,3,
105,0.014921937537371033,0.10305623855901538,0.0743597735985474,0.13778124992764443,0.044551878544761725,0.014921937537371033,1.645117933462295,3,
106,0.0981203524601354,0.036262551100631056,0.03905478323288236,0.1698304195645689,0.055419240659366265,0.0981203524601354,1.2707183852024637,3,
107,0.5562402339904189,0.13645522566068502,0.05991768951221166,0.12134345574073735,0.044551878544761725,0.5562402339904189,0.8102982917669419,3,
108,0.01988013383979559,0.013181616500899497,0.14206099221093943,0.2462110676030459,0.315797567071613,0.01988013383979559,2.3858613594014284,3,
109,0.018576202177409518,0.054334284437382474,0.2278131398893623,0.6063294616533303,0.5948299029262039,0.018576202177409518,4.053586144398819,3,
110,0.40260701293734813,0.12568092608446518,0.24703668473250806,0.06561379278355364,0.13507915804673132,0.40260701293734813,1.3299446149541752,3,
111,0.7453344309065021,0.1328347474020774,0.2741053104836968,0.06633483442844157,0.0795939673156357,0.7453344309065021,0.9507044271742933,3,
112,0.01988013383979559,0.013654866002308766,0.14206099221093943,0.2462110676030459,0.315797567071613,0.01988013383979559,2.3868797437746285,3,
113,0.018576202177409518,0.07002214371922233,0.4863451109370318,0.6063294616533303,0.5688514370864813,0.018576202177409518,4.594406196675665,3,
114,0.019366957870297075,0.6787307201869318,0.1473552561358034,0.2630769676470224,0.4915731592803383,0.019366957870297075,4.259589624831115,3,
115,0.6097259419613107,0.1862602113776709,0.124404216046208,0.38768024154363256,0.538816734003357,0.6097259419613107,2.264742821212516,3,
